,log_dir,frame_per_second,episode_reward,policy_loss,entropy,discriminator_loss,gail_reward,total_loss,grad_norm,adv_mean,ratio,total_steps,total_episodes,iteration,total_time,success_rate
0,/voyager/projects/jacobyhsi/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/gail,507,9.81399280145494,-0.03634086296392175,2.760430358006404,0.4674751150684479,0.03167588681412431,-0.03634086296392175,0.8093462633016782,,1.0000067443419725,20000,15,0,39.41159701347351,0.0
1,/voyager/projects/jacobyhsi/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/gail,497,13.468593716910618,-0.025333537538655294,2.66175823028271,0.07761635566846682,0.022565776922811684,-0.025333537538655294,0.14679134894066898,,0.9983728959010197,40000,41,1,80.36684107780457,0.0
2,/voyager/projects/jacobyhsi/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/gail,493,16.77461451017101,-0.015221453663439322,2.5930445472399395,0.0753237103135922,0.01375853107131731,-0.015221453663439322,1.4433718592692644,,0.998315003590706,60000,71,2,121.69816732406616,0.0
3,/voyager/projects/jacobyhsi/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/gail,491,20.38426333610576,-0.027685987966087382,2.5130208745980873,0.08536395145914494,0.02552595629523962,-0.027685987966087382,1.2500760258772434,,1.0026242859088457,80000,119,3,162.62785816192627,0.0
4,/voyager/projects/jacobyhsi/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/gail,468,13.601274735279688,-0.04231786042547379,2.396734195183485,0.08919874608564453,0.039953363553071636,-0.04231786042547379,2.642621383911524,,1.0002355761252917,100000,232,4,213.44656705856323,0.0
5,/voyager/projects/jacobyhsi/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/gail,441,12.146089153791806,-0.043427553066076374,2.2061347784140173,0.09508295070188932,0.04055572368013553,-0.043427553066076374,0.4579040995010963,,1.0001345823208492,120000,428,5,271.560467004776,0.0
6,/voyager/projects/jacobyhsi/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/gail,419,10.403743435360662,-0.028723857702257542,1.9901572522444604,0.10403489902711067,0.026694551227279963,-0.028723857702257542,3.6380283404619265,,1.001844133856969,140000,680,6,333.50772047042847,0.0
7,/voyager/projects/jacobyhsi/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/gail,404,10.995204440164308,-0.015383221950525274,1.7858232085521404,0.12902615659225444,0.01444843695499003,-0.015383221950525274,1.6131860063626215,,0.9989666166978005,160000,953,7,395.5221652984619,0.0
8,/voyager/projects/jacobyhsi/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/gail,391,16.060474377984978,-0.04222092996232021,1.5754663322216425,0.14770262440523277,0.04041765923014818,-0.04222092996232021,4.787977585425744,,0.9980025990651205,180000,1244,8,459.24860644340515,0.0
9,/voyager/projects/jacobyhsi/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/gail,381,11.803928396009285,-0.04159763381362726,1.4281830587448219,0.16169157011959798,0.03986690232816797,-0.04159763381362726,0.9207926430763342,,1.0028178649070936,200000,1572,9,524.7380857467651,0.0
10,/voyager/projects/jacobyhsi/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/gail,373,22.784479587678575,-0.045557862061720626,1.2475244731475146,0.18216888703978978,0.04445163610462959,-0.045557862061720626,1.7710264730147827,,0.9997599974656717,220000,1879,10,588.3206994533539,0.0
