,log_dir,frame_per_second,episode_reward,total_steps,total_episodes,total_time,actor_loss,critic_loss,target_q,success_rate
37,MetaDrive-Tut-Easy-v0,72,34.3675329432104,38109,384,527.973217010498,-5.741997718811035,0.1065664291381836,5.634195804595947,0.0
38,MetaDrive-Tut-Easy-v0,72,36.849168812701386,39006,389,540.443755865097,,3.5694127082824707,5.334604263305664,0.0
39,MetaDrive-Tut-Easy-v0,72,38.178038647637386,40087,398,555.7259409427643,-6.705138683319092,4.133072853088379,6.215869903564453,0.0
40,MetaDrive-Tut-Easy-v0,71,40.35191791983786,41003,405,569.8581187725067,-6.932583808898926,0.5815404653549194,6.395423889160156,0.0
41,MetaDrive-Tut-Easy-v0,71,41.122581494552996,42132,416,585.8520891666412,,0.11364245414733887,7.243746280670166,0.0
42,MetaDrive-Tut-Easy-v0,71,42.4896314309338,43069,424,599.1475238800049,-7.832931995391846,1.8672726154327393,7.446689128875732,0.0
43,MetaDrive-Tut-Easy-v0,71,41.51480332390415,44033,436,612.9087445735931,-7.622593879699707,0.7141101360321045,7.743721961975098,0.0
44,MetaDrive-Tut-Easy-v0,71,41.23309350207351,45004,446,626.637152671814,,2.604970693588257,8.171031951904297,0.01
45,MetaDrive-Tut-Easy-v0,71,42.67272693073811,46130,455,642.78675532341,,0.5608221292495728,8.373998641967773,0.01
46,MetaDrive-Tut-Easy-v0,71,43.29530839225683,47010,460,655.125067949295,,0.4574369192123413,8.569799423217773,0.01
47,MetaDrive-Tut-Easy-v0,71,45.235281525338316,48015,465,669.1772541999817,-9.702404022216797,0.6346169710159302,9.358861923217773,0.01
48,MetaDrive-Tut-Easy-v0,71,46.5342243969559,49101,471,684.6299645900726,-10.332733154296875,7.472967147827148,9.613287925720215,0.01
49,MetaDrive-Tut-Easy-v0,71,48.19095293206152,50131,477,699.2688059806824,-9.86400032043457,2.6584653854370117,9.643104553222656,0.01
50,MetaDrive-Tut-Easy-v0,71,49.14716406808564,51136,482,714.5785109996796,,2.3532073497772217,9.784795761108398,0.01
51,MetaDrive-Tut-Easy-v0,71,50.595743940913565,52126,487,728.4762980937958,,3.2848665714263916,10.993427276611328,0.02
52,MetaDrive-Tut-Easy-v0,71,52.6663584893804,53131,492,742.6107749938965,-11.683722496032715,1.7947711944580078,11.446233749389648,0.02
53,MetaDrive-Tut-Easy-v0,71,54.87368927446234,54021,497,755.2190787792206,-11.814260482788086,4.8758039474487305,11.533790588378906,0.02
54,MetaDrive-Tut-Easy-v0,71,57.131067042740824,55026,502,769.3632826805115,,1.272109031677246,12.159395217895508,0.02
55,MetaDrive-Tut-Easy-v0,71,59.44485253209903,56025,507,783.4866242408752,-12.868143081665039,4.17363166809082,12.446805000305176,0.04
56,MetaDrive-Tut-Easy-v0,71,63.4949310198178,57007,512,797.4779787063599,-13.505568504333496,7.521808624267578,12.75770378112793,0.06
57,MetaDrive-Tut-Easy-v0,71,66.99006943815697,58101,518,813.2924363613129,-14.582130432128906,4.913063049316406,13.974058151245117,0.1
58,MetaDrive-Tut-Easy-v0,71,71.36725513754197,59182,524,828.8023719787598,,0.5288093090057373,13.584489822387695,0.14
59,MetaDrive-Tut-Easy-v0,71,75.75110375032547,60015,529,841.5264613628387,-13.88058853149414,0.7281361818313599,13.60058879852295,0.19
60,MetaDrive-Tut-Easy-v0,70,82.15079465965526,61102,536,861.5504550933838,,12.784266471862793,14.380351066589355,0.26
61,MetaDrive-Tut-Easy-v0,70,87.17637414667264,62141,543,879.7638347148895,-15.285630226135254,7.169011116027832,14.779967308044434,0.32
62,MetaDrive-Tut-Easy-v0,70,92.1295617823096,63026,549,894.475005865097,,0.7704108953475952,15.518301963806152,0.38
63,MetaDrive-Tut-Easy-v0,70,96.7803309920737,64006,556,908.9145021438599,,0.6887545585632324,16.871397018432617,0.45
64,MetaDrive-Tut-Easy-v0,70,98.88315768972284,65124,564,925.4553580284119,,3.742077350616455,17.666486740112305,0.52
65,MetaDrive-Tut-Easy-v0,70,101.73955200143209,66115,571,940.0587666034698,-18.662817001342773,1.6772518157958984,18.247631072998047,0.59
66,MetaDrive-Tut-Easy-v0,70,104.84836724954675,67140,578,955.2148308753967,,7.030076503753662,18.051387786865234,0.66
67,MetaDrive-Tut-Easy-v0,70,106.48454141413082,68007,584,968.095596075058,-18.923259735107422,5.623514652252197,18.823148727416992,0.71
68,MetaDrive-Tut-Easy-v0,70,108.10747874659054,69002,591,982.7379615306854,,15.635516166687012,19.180543899536133,0.78
69,MetaDrive-Tut-Easy-v0,70,110.36993418694726,70020,598,997.8263533115387,,1.101104974746704,19.52338409423828,0.85
70,MetaDrive-Tut-Easy-v0,70,111.95050784177471,71050,605,1014.37446808815,,1.568981409072876,21.399330139160156,0.91
71,MetaDrive-Tut-Easy-v0,69,112.61548174024125,72064,612,1029.6111891269684,,1.1000988483428955,20.851463317871094,0.94
72,MetaDrive-Tut-Easy-v0,69,113.11850678373605,73116,619,1045.6452980041504,,7.57144832611084,20.109142303466797,0.96
73,MetaDrive-Tut-Easy-v0,69,113.53359032885945,74118,626,1060.9291892051697,,2.2456820011138916,23.071012496948242,0.98
74,MetaDrive-Tut-Easy-v0,69,113.5124287583704,75133,633,1076.8370187282562,-23.25518798828125,2.5576467514038086,22.914478302001953,0.98
75,MetaDrive-Tut-Easy-v0,69,113.5145113764109,76126,640,1092.3969895839691,,1.2624101638793945,23.731090545654297,0.98
76,MetaDrive-Tut-Easy-v0,69,113.50957238259356,77007,646,1106.0728840827942,-22.19460105895996,12.621856689453125,21.177536010742188,0.98
77,MetaDrive-Tut-Easy-v0,69,113.51085561149516,78033,653,1121.9983446598053,-23.585906982421875,3.289335250854492,23.29400634765625,0.98
78,MetaDrive-Tut-Easy-v0,69,113.7304365494648,79034,660,1137.6319196224213,,5.877280235290527,24.81488800048828,0.99
79,MetaDrive-Tut-Easy-v0,69,113.73178469510114,80071,667,1154.6235344409943,-26.480323791503906,1.0091743469238281,25.6009521484375,0.99
80,MetaDrive-Tut-Easy-v0,69,113.73107771728837,81122,674,1170.9137725830078,,8.629192352294922,26.095745086669922,0.99
81,MetaDrive-Tut-Easy-v0,69,113.74220095620862,82143,681,1187.0368247032166,-27.853343963623047,2.516465425491333,27.216197967529297,0.99
82,MetaDrive-Tut-Easy-v0,69,113.73650455694128,83017,687,1200.5807256698608,-27.31256103515625,2.0302746295928955,26.749555587768555,0.99
83,MetaDrive-Tut-Easy-v0,69,113.73837460117633,84043,694,1216.5564894676208,-27.48531723022461,3.5792016983032227,27.395130157470703,0.99
84,MetaDrive-Tut-Easy-v0,69,113.75499983906313,85073,701,1232.6035342216492,-25.541481018066406,3.1967039108276367,25.930843353271484,0.99
85,MetaDrive-Tut-Easy-v0,68,113.95582693431554,86046,708,1248.0612344741821,,1.6684826612472534,28.361303329467773,1.0
86,MetaDrive-Tut-Easy-v0,68,113.64408445004818,87113,716,1264.8227574825287,-29.706546783447266,1.211816668510437,30.03230857849121,0.99
87,MetaDrive-Tut-Easy-v0,68,113.47666819879558,88061,723,1279.771779537201,-28.26409912109375,21.685165405273438,27.454395294189453,0.98
88,MetaDrive-Tut-Easy-v0,68,113.46971713356858,89027,730,1295.0124113559723,-28.17036247253418,4.59619140625,28.004165649414062,0.98
89,MetaDrive-Tut-Easy-v0,68,113.2702226124974,90101,738,1312.9201483726501,-29.401756286621094,3.2703118324279785,28.21929359436035,0.97
90,MetaDrive-Tut-Easy-v0,68,113.2715833935335,91063,745,1328.1862483024597,-30.390047073364258,31.83728790283203,29.707962036132812,0.97
91,MetaDrive-Tut-Easy-v0,68,113.269071649402,92023,752,1343.2027561664581,-31.664308547973633,8.00408935546875,29.998279571533203,0.97
92,MetaDrive-Tut-Easy-v0,68,113.26432455172625,93134,760,1360.5386259555817,,10.407064437866211,30.40624237060547,0.97
93,MetaDrive-Tut-Easy-v0,68,113.264293513926,94087,767,1375.7849290370941,-32.351558685302734,4.145409107208252,31.20763397216797,0.97
94,MetaDrive-Tut-Easy-v0,68,113.03375033907503,95018,774,1390.5812969207764,,2.1965179443359375,30.563560485839844,0.96
95,MetaDrive-Tut-Easy-v0,68,113.02814342326612,96018,781,1406.3934302330017,,2.7290384769439697,31.69257354736328,0.96
96,MetaDrive-Tut-Easy-v0,68,113.0157841358573,97082,789,1423.3655545711517,,24.538270950317383,32.88896560668945,0.96
97,MetaDrive-Tut-Easy-v0,68,112.99881926241018,98005,796,1438.086303472519,-31.102684020996094,3.599001884460449,31.420629501342773,0.96
98,MetaDrive-Tut-Easy-v0,68,112.99926415310757,99110,804,1456.7930037975311,,2.77091908454895,32.881771087646484,0.96
