,log_dir,frame_per_second,episode_reward,policy_loss,entropy,discriminator_loss,gail_reward,total_loss,grad_norm,adv_mean,ratio,total_steps,total_episodes,iteration,total_time,success_rate
0,/content/gdrive/My Drive/cs269/MetaDrive-Tut-Easy-v0/gail,294,2.425232618740728,-0.031955282115496884,2.768862183583088,0.48498148360791116,0.02753455265162465,-0.03195528207012476,1.3562902678281834,,1.0016471607562822,20000,92,0,67.99218535423279,0.0
1,/content/gdrive/My Drive/cs269/MetaDrive-Tut-Easy-v0/gail,291,4.1854967540691685,-0.004018224628331761,2.722590919335683,0.07005492486776067,0.0035229326982516795,-0.004018224635794281,4.2959855379202425,,1.00156047137884,40000,194,1,137.44268774986267,0.0
2,/content/gdrive/My Drive/cs269/MetaDrive-Tut-Easy-v0/gail,288,7.43229567313728,-0.0195635516077089,2.631304931640625,0.09547172610719616,0.017784625836289845,-0.01956355166263305,1.9597455863769238,,1.0016307856027897,60000,294,2,208.17231678962708,0.0
3,/content/gdrive/My Drive/cs269/MetaDrive-Tut-Easy-v0/gail,286,9.299456556527687,-0.01634956819888873,2.5887109463031477,0.12248482200770806,0.015403182038034384,-0.016349568227544808,0.1895029604052886,,0.9988742818435034,80000,408,3,279.0273382663727,0.0
4,/content/gdrive/My Drive/cs269/MetaDrive-Tut-Easy-v0/gail,283,7.838848071867923,-0.023013065048517325,2.48774337157225,0.11879465905710673,0.022025414718649328,-0.02301306504612932,1.3253862587305216,,1.003589857618014,100000,563,4,352.2166380882263,0.0
5,/content/gdrive/My Drive/cs269/MetaDrive-Tut-Easy-v0/gail,282,6.459724910837852,-0.0292410180115929,2.365816409159929,0.11932991267158052,0.027968908115648308,-0.029241018021144927,1.235561060294127,,1.0008877428678367,120000,783,5,424.4255509376526,0.0
6,/content/gdrive/My Drive/cs269/MetaDrive-Tut-Easy-v0/gail,281,3.671189835141702,-0.03641005667786185,2.200179932361994,0.1093686851625068,0.03547802506110225,-0.03641005662532571,0.8639633391148005,,0.9981279909610749,140000,1073,6,497.7479078769684,0.0
7,/content/gdrive/My Drive/cs269/MetaDrive-Tut-Easy-v0/gail,280,2.9179146380192353,-0.031453621174949105,2.019660519636594,0.10812643599242736,0.03051423803688242,-0.031453621301513454,1.7729775129220424,,1.0016057109221435,160000,1408,7,569.9656884670258,0.0
8,/content/gdrive/My Drive/cs269/MetaDrive-Tut-Easy-v0/gail,279,4.673280685534886,-0.028813542678761177,1.893405438386477,0.1088721104634878,0.02780223446778762,-0.028813542573688886,0.7498399060506087,,0.9984658975631763,180000,1745,8,643.1852073669434,0.0
9,/content/gdrive/My Drive/cs269/MetaDrive-Tut-Easy-v0/gail,277,4.1477544660898396,-0.028844441996457484,1.739989261290966,0.12038626946413364,0.027722881459750427,-0.02884444195824938,0.9819040193007542,,1.0001953055461248,200000,2111,9,719.4848597049713,0.0
10,/content/gdrive/My Drive/cs269/MetaDrive-Tut-Easy-v0/gail,277,4.44736550730912,-0.01714236973426663,1.594423639162993,0.1243119965092494,0.016488871241036134,-0.017142369715162576,1.2385934646313006,,0.9984140256276497,220000,2499,10,792.7717528343201,0.0
11,/content/gdrive/My Drive/cs269/MetaDrive-Tut-Easy-v0/gail,276,8.60470650152346,-0.055866430948177975,1.4554710375957,0.16927364696390354,0.05469238004909876,-0.055866430685497244,0.5958679282130339,,0.9986899206271538,240000,2873,11,868.6046812534332,0.01
12,/content/gdrive/My Drive/cs269/MetaDrive-Tut-Easy-v0/gail,275,7.144099825475944,-0.06310334453502527,1.3199232211479774,0.19078634664034233,0.06218490610137964,-0.06310334471173776,0.552122967556501,,0.9998970945676168,260000,3255,12,943.631206035614,0.0
13,/content/gdrive/My Drive/cs269/MetaDrive-Tut-Easy-v0/gail,274,8.655203424682469,-0.07266369972569056,1.1373660197624793,0.21342768468535864,0.07174465988691037,-0.07266369944390579,2.4811786260360327,,1.0017448911300073,280000,3656,13,1018.4424443244934,0.01
14,/content/gdrive/My Drive/cs269/MetaDrive-Tut-Easy-v0/gail,274,26.80609092567879,-0.08260133436475045,0.9954690975256455,0.27636095089599105,0.08230075499950311,-0.08260133411639776,1.826051980868364,,1.0006772678632003,300000,3973,14,1093.7525503635406,0.11
15,/content/gdrive/My Drive/cs269/MetaDrive-Tut-Easy-v0/gail,274,39.66940708421468,-0.05555121624030364,0.9007647119271449,0.28081237385288266,0.05520234678704769,-0.055551216440896195,1.2179243210034492,,1.0006225174818284,320000,4230,15,1167.544471025467,0.06
16,/content/gdrive/My Drive/cs269/MetaDrive-Tut-Easy-v0/gail,273,17.00425933826318,-0.06359005912374227,0.7587755255210094,0.27291150400653863,0.06340630345810683,-0.06359005937687097,0.7663208176692327,,1.0018352397741415,340000,4580,16,1243.2481977939606,0.05
17,/content/gdrive/My Drive/cs269/MetaDrive-Tut-Easy-v0/gail,273,25.32585977405557,-0.08253768483797709,0.6699770267957296,0.27508956342935564,0.08233503719361929,-0.08253768486663317,2.870839208822984,,1.0004516270680306,360000,4921,17,1318.0874395370483,0.13
18,/content/gdrive/My Drive/cs269/MetaDrive-Tut-Easy-v0/gail,272,21.931970633958212,-0.06414834905702334,0.5422782671375153,0.2717396958325154,0.0637973593834501,-0.06414834892807099,1.4522646023676946,,1.0006367463331955,380000,5274,18,1394.420646905899,0.07
19,/content/gdrive/My Drive/cs269/MetaDrive-Tut-Easy-v0/gail,272,20.952622425124787,-0.09128758254914712,0.4953010781071125,0.27467311391463645,0.09056820519841634,-0.09128758270197954,1.6387610531770267,,1.001217388953918,400000,5613,19,1468.9068231582642,0.04
