,log_dir,frame_per_second,episode_reward,total_steps,total_episodes,total_time,target_q,actor_loss,critic_loss,success_rate
0,MetaDrive-Tut-10Env-v0,487,11.740571803724038,2001,2,4.104703903198242,,,,0.0
1,MetaDrive-Tut-10Env-v0,485,11.487002444413198,3002,3,6.1814305782318115,,,,0.0
2,MetaDrive-Tut-10Env-v0,521,11.107059172348286,4003,4,7.669358253479004,,,,0.0
3,MetaDrive-Tut-10Env-v0,546,11.592594365581494,5004,5,9.149401426315308,,,,0.0
4,MetaDrive-Tut-10Env-v0,494,11.619447359358366,6005,6,12.147282838821411,,,,0.0
5,MetaDrive-Tut-10Env-v0,517,11.944958430776158,7006,7,13.531649112701416,,,,0.0
6,MetaDrive-Tut-10Env-v0,535,11.661657496217078,8007,8,14.955292701721191,,,,0.0
7,MetaDrive-Tut-10Env-v0,547,10.282165192299415,9319,10,17.025384187698364,,,,0.0
8,MetaDrive-Tut-10Env-v0,546,10.406529810164857,10055,11,18.404823303222656,0.014366725459694862,-0.020823491737246513,0.0007857703603804111,0.0
9,MetaDrive-Tut-10Env-v0,415,4.361676540665134,11005,42,26.46234679222107,0.08316780626773834,-0.12111876904964447,0.4346430003643036,0.0
10,MetaDrive-Tut-10Env-v0,344,5.034688985179068,12010,70,34.83954620361328,0.2005857527256012,,0.475953608751297,0.0
11,MetaDrive-Tut-10Env-v0,300,8.324062072075664,13043,92,43.40632963180542,0.40138792991638184,-0.5440257787704468,0.7640149593353271,0.0
12,MetaDrive-Tut-10Env-v0,267,10.195375835709521,14062,114,52.47966146469116,0.7609415054321289,,0.27638763189315796,0.0
13,MetaDrive-Tut-10Env-v0,250,13.670216697067742,15013,134,59.90995645523071,1.1642069816589355,-1.246886968612671,1.0852165222167969,0.0
14,MetaDrive-Tut-10Env-v0,236,18.705281685528476,16048,154,67.81602048873901,1.6825730800628662,,1.7264595031738281,0.0
15,MetaDrive-Tut-10Env-v0,227,23.060802676036328,17017,170,74.944904088974,2.2467639446258545,-2.5017194747924805,2.5193634033203125,0.0
16,MetaDrive-Tut-10Env-v0,218,25.241597272223494,18037,188,82.56569147109985,3.100248336791992,-3.2886569499969482,0.29091528058052063,0.0
17,MetaDrive-Tut-10Env-v0,210,26.804729394533503,19075,206,90.76088285446167,3.4342546463012695,-3.8239290714263916,2.4097847938537598,0.0
18,MetaDrive-Tut-10Env-v0,203,29.343422217141587,20041,222,98.68754458427429,3.888169288635254,-4.457744121551514,6.675361156463623,0.0
19,MetaDrive-Tut-10Env-v0,197,31.583071196083566,21042,237,106.38378262519836,5.033207893371582,,2.1661829948425293,0.0
20,MetaDrive-Tut-10Env-v0,192,35.9490970748166,22020,249,114.11397123336792,5.830806255340576,,3.7175886631011963,0.0
21,MetaDrive-Tut-10Env-v0,188,40.92976638117143,23009,260,121.90078043937683,6.8548688888549805,-7.345459938049316,6.297143936157227,0.0
22,MetaDrive-Tut-10Env-v0,186,44.806639230202684,24058,271,129.2086546421051,7.643553733825684,,3.8912129402160645,0.0
23,MetaDrive-Tut-10Env-v0,182,52.31979441930027,25032,280,136.80956721305847,8.446064949035645,,2.997971534729004,0.0
24,MetaDrive-Tut-10Env-v0,179,62.03498870092758,26052,288,145.4845530986786,9.287863731384277,,3.530575752258301,0.0
25,MetaDrive-Tut-10Env-v0,175,67.70122424054087,27020,298,153.59675407409668,10.456350326538086,,6.553679466247559,0.0
26,MetaDrive-Tut-10Env-v0,173,76.82282150106262,28014,306,161.66951608657837,12.080398559570312,,1.7910224199295044,0.0
27,MetaDrive-Tut-10Env-v0,169,84.72452505442008,29069,316,171.18537187576294,12.527610778808594,-12.987748146057129,8.161947250366211,0.0
28,MetaDrive-Tut-10Env-v0,166,93.11807085494331,30094,324,180.85291695594788,14.374731063842773,,10.748417854309082,0.0
29,MetaDrive-Tut-10Env-v0,164,100.8784810063339,31010,331,188.42038702964783,15.192058563232422,,1.463923692703247,0.0
30,MetaDrive-Tut-10Env-v0,162,108.47967658458407,32027,339,196.7713165283203,17.13016128540039,-17.40322494506836,2.4064512252807617,0.0
31,MetaDrive-Tut-10Env-v0,161,113.45545318741318,33082,349,204.78355503082275,17.35097885131836,,9.276716232299805,0.0
